CustomerId,Recency,Frequency,Monetary,Cluster,is_high_risk,avg_hour,avg_day_of_week,weekend_rate,transaction_month,std_amount,max_amount,min_amount,log_monetary,reversal_rate,unique_products,unique_providers,avg_daily_transactions,monetary_per_transaction,negative_amount_count,positive_amount_sum,velocity_last_30_days,recency_frequency_ratio
CustomerId_1728,38.77,3,4500.0,0,1,15.0,5.0,1.0,1,3122.4989991991993,5000.0,-1000.0,8.412054873292933,33.33,2,3,3.0,1500.0,1.0,5500.0,0.0,12.9233
CustomerId_1729,32.84,8,40000.0,2,0,13.0,4.0,0.0,1,6053.334382210944,10000.0,-5000.0,10.596659732783579,25.0,2,3,8.0,5000.0,2.0,46000.0,0.0,4.105
CustomerId_1730,26.01,63,166430.0,2,0,16.76,2.0,0.127,1,7503.213836080088,50000.0,-1500.0,12.022336088094837,39.68,2,4,6.3,2641.75,25.0,170700.0,3.0,0.4129
CustomerId_1731,55.13,23,348000.0,0,1,10.83,3.39,0.087,12,41346.052738745195,145000.0,-5000.0,12.759960632315702,30.43,2,3,3.83,15130.43,7.0,354500.0,0.0,2.397
CustomerId_1732,52.55,18,161000.0,0,1,16.17,2.61,0.1667,12,26099.85851262579,80000.0,-5000.0,11.989165855127435,27.78,3,3,2.25,8944.44,5.0,186000.0,0.0,2.9194
CustomerId_1733,5.0,38,180000.0,2,0,13.0,4.0,0.0,2,6491.9251736970855,15000.0,-5000.0,12.100717685412471,28.95,2,3,4.22,4736.84,11.0,231000.0,16.0,0.1316
CustomerId_1735,18.4,3,-17000.0,2,0,4.0,3.67,0.3333,1,7505.553499465135,3000.0,-10000.0,9.741027444837728,66.67,2,2,1.5,-5666.67,2.0,3000.0,1.0,6.1333
CustomerId_1736,33.61,2,475.0,2,0,19.0,3.0,0.0,1,371.23106012293744,500.0,-25.0,6.16541785423142,50.0,2,2,2.0,237.5,1.0,500.0,0.0,16.805
CustomerId_1738,5.1,5,20000.0,2,0,7.0,4.0,0.0,2,6745.368781616021,10000.0,-5000.0,9.90353755128617,40.0,2,3,5.0,4000.0,2.0,26000.0,5.0,1.02
CustomerId_1739,8.0,19,11391.0,2,0,15.37,3.05,0.3158,2,428.4543756886883,1000.0,-50.0,9.340666633651757,26.32,2,3,2.71,599.53,5.0,11500.0,8.0,0.4211
CustomerId_1741,39.19,3,13000.0,0,1,5.0,5.0,1.0,1,4932.882862316247,10000.0,1000.0,9.472781556562168,0.0,3,1,3.0,4333.33,0.0,13000.0,0.0,13.0633
CustomerId_1742,23.09,3,7000.0,2,0,11.0,1.67,0.3333,1,1154.7005383792514,3000.0,1000.0,8.853808274977197,0.0,2,1,1.5,2333.33,0.0,7000.0,3.0,7.6967
CustomerId_1744,33.22,1,5000.0,2,0,4.0,4.0,0.0,1,0.0,5000.0,5000.0,8.517393171418904,0.0,1,1,1.0,5000.0,0.0,5000.0,0.0,33.22
CustomerId_1748,19.06,3,64000.0,2,0,16.0,2.67,0.0,1,35218.366420567174,62000.0,1000.0,11.06665398721974,0.0,2,1,1.5,21333.33,0.0,64000.0,3.0,6.3533
CustomerId_1749,33.1,4,950.0,2,0,10.5,3.75,0.0,1,962.0940702446928,1000.0,-1000.0,6.85751406254539,50.0,2,2,2.0,237.5,2.0,2000.0,0.0,8.275
CustomerId_1750,0.63,21,25100.0,2,0,8.33,2.76,0.1905,2,1400.6877919351587,5000.0,-125.0,10.130662964963708,38.1,2,4,2.62,1195.24,8.0,25500.0,11.0,0.03
CustomerId_1752,22.61,4,950.0,2,0,19.0,0.0,0.0,1,962.0940702446928,1000.0,-1000.0,6.85751406254539,50.0,2,2,4.0,237.5,2.0,2000.0,4.0,5.6525
CustomerId_1753,67.03,1,250000.0,0,1,9.0,5.0,1.0,12,0.0,250000.0,250000.0,12.429220196836383,0.0,1,1,1.0,250000.0,0.0,250000.0,0.0,67.03
CustomerId_1754,48.09,1,500.0,0,1,7.0,3.0,0.0,12,0.0,500.0,500.0,6.2166061010848646,0.0,1,1,1.0,500.0,0.0,500.0,0.0,48.09
CustomerId_1755,42.17,1,5000.0,0,1,6.0,2.0,0.0,1,0.0,5000.0,5000.0,8.517393171418904,0.0,1,1,1.0,5000.0,0.0,5000.0,0.0,42.17
CustomerId_1756,60.19,1,5000.0,0,1,5.0,5.0,1.0,12,0.0,5000.0,5000.0,8.517393171418904,0.0,1,1,1.0,5000.0,0.0,5000.0,0.0,60.19
CustomerId_1757,69.25,4,950.0,0,1,9.5,3.5,0.0,12,303.10889132455355,500.0,-25.0,6.85751406254539,50.0,2,3,2.0,237.5,2.0,1000.0,0.0,17.3125
CustomerId_1758,7.55,91,113704.5,2,0,14.24,2.03,0.1209,2,3741.2426790216814,22000.0,-13000.0,11.641367051479866,36.26,3,4,3.25,1249.5,33.0,148955.0,17.0,0.083
CustomerId_1759,31.95,10,24000.0,2,0,11.4,2.3,0.1,1,5896.326540030383,15000.0,-5000.0,10.085850775128717,30.0,4,3,1.67,2400.0,3.0,32000.0,0.0,3.195
CustomerId_1762,5.26,10,15153.0,2,0,9.3,4.3,0.6,2,1973.889789223299,5000.0,-1000.0,9.626019802491319,30.0,3,4,2.0,1515.3,3.0,16800.0,10.0,0.526
CustomerId_1763,18.78,13,40000.0,2,0,15.23,3.54,0.0,1,6143.581182306436,10000.0,-5000.0,10.596659732783579,30.77,2,3,3.25,3076.92,4.0,56000.0,13.0,1.4446
CustomerId_1764,73.98,2,11000.0,0,1,13.5,4.5,0.5,12,6363.961030678927,10000.0,1000.0,9.305741456739435,0.0,2,1,1.0,5500.0,0.0,11000.0,0.0,36.99
CustomerId_1767,1.84,21,294940.0,2,0,14.14,2.1,0.2857,2,18201.703867783264,50000.0,-2000.0,12.59453061531929,42.86,3,4,2.1,14044.76,9.0,303000.0,15.0,0.0876
CustomerId_1768,10.01,68,219052.0,2,0,12.07,3.97,0.5294,2,6619.986102737601,30000.0,-5000.0,12.297068988651572,52.94,4,3,2.72,3221.35,36.0,241400.0,19.0,0.1472
CustomerId_1769,39.65,1,10000.0,0,1,18.0,4.0,0.0,1,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,0.0,39.65
CustomerId_1770,0.6,8,14800.0,2,0,15.75,2.38,0.0,2,4356.604182158393,10000.0,-5000.0,9.60245002503719,25.0,3,3,2.67,1850.0,2.0,20800.0,8.0,0.075
CustomerId_1773,4.82,24,80206.55,2,0,11.12,2.54,0.0,2,7052.10165040211,24000.0,-1000.0,11.29237292907462,37.5,3,4,4.0,3341.94,9.0,81629.0,24.0,0.2008
CustomerId_1774,4.75,38,179000.0,2,0,12.71,3.84,0.0,2,6405.900551652917,15000.0,-5000.0,12.095146671399466,26.32,2,3,3.17,4710.53,10.0,225000.0,18.0,0.125
CustomerId_1776,44.11,2,490.0,0,1,7.0,0.0,0.0,12,360.62445840513925,500.0,-10.0,6.19644412779452,50.0,2,2,2.0,245.0,1.0,500.0,0.0,22.055
CustomerId_1782,0.32,19,44908.0,2,0,13.89,3.32,0.4737,2,4897.808062068735,20000.0,-1000.0,10.712393499078143,26.32,3,3,3.17,2363.58,5.0,47000.0,19.0,0.0168
CustomerId_1784,4.95,9,40000.0,2,0,9.44,4.0,0.0,2,6463.573143221772,10000.0,-5000.0,10.596659732783579,33.33,2,3,4.5,4444.44,3.0,51000.0,9.0,0.55
CustomerId_1786,5.07,29,150000.0,2,0,13.52,3.86,0.0,2,6064.763365524079,10000.0,-5000.0,11.918397239722838,27.59,2,3,4.83,5172.41,8.0,176400.0,24.0,0.1748
CustomerId_1790,1.16,27,192710.0,2,0,11.37,3.41,0.037,2,11411.582372778645,50000.0,-5000.0,12.168946936322813,25.93,4,3,3.86,7137.41,7.0,209040.0,27.0,0.043
CustomerId_1791,32.88,6,30000.0,2,0,12.0,4.0,0.0,1,6511.528238439882,10000.0,-5000.0,10.308985993422082,33.33,2,4,6.0,5000.0,2.0,36000.0,0.0,5.48
CustomerId_1792,75.13,1,1000000.0,0,1,6.0,4.0,0.0,11,0.0,1000000.0,1000000.0,13.815511557963774,0.0,1,1,1.0,1000000.0,0.0,1000000.0,0.0,75.13
CustomerId_1794,72.77,9,10000.0,0,1,13.89,5.56,0.7778,12,3838.7642687603407,10000.0,-5000.0,9.210440366976517,11.11,2,3,4.5,1111.11,1.0,15000.0,0.0,8.0856
CustomerId_1795,0.89,10,39000.0,2,0,14.3,3.7,0.0,2,9122.01244852862,20000.0,-5000.0,10.571342565808699,50.0,2,4,3.33,3900.0,5.0,60000.0,10.0,0.089
CustomerId_1797,43.04,3,8000.0,0,1,8.67,1.0,0.0,1,577.3502691896257,3000.0,2000.0,8.987321812850125,0.0,1,2,3.0,2666.67,0.0,8000.0,0.0,14.3467
CustomerId_1798,35.82,1,50000.0,0,1,14.0,1.0,0.0,1,0.0,50000.0,50000.0,10.819798284210286,0.0,1,1,1.0,50000.0,0.0,50000.0,0.0,35.82
CustomerId_1800,12.01,5,15000.0,2,0,9.0,4.0,0.0,2,6745.368781616021,10000.0,-5000.0,9.61587214452889,40.0,2,3,5.0,3000.0,2.0,21000.0,5.0,2.402
CustomerId_1801,12.8,18,11875.0,2,0,9.72,2.22,0.1111,1,792.1832679786663,2000.0,-1000.0,9.382274835883651,38.89,2,3,3.0,659.72,7.0,13000.0,18.0,0.7111
CustomerId_1802,7.17,3,21000.0,2,0,5.0,2.0,0.0,2,5196.152422706632,10000.0,1000.0,9.952325334619427,0.0,2,2,3.0,7000.0,0.0,21000.0,3.0,2.39
CustomerId_1805,41.84,29,343644.25,0,1,11.72,3.86,0.0,1,34907.86393668666,190000.0,-5000.0,12.747365154251401,31.03,3,3,5.8,11849.8,9.0,365835.0,0.0,1.4428
CustomerId_1806,70.69,20,60000.0,0,1,9.95,2.7,0.0,12,4313.381870168087,10000.0,-5000.0,11.002116507732017,20.0,2,3,6.67,3000.0,4.0,67000.0,0.0,3.5345
CustomerId_1807,53.89,6,30000.0,0,1,12.0,4.0,0.0,12,7745.966692414834,10000.0,-5000.0,10.308985993422082,33.33,2,3,6.0,5000.0,2.0,40000.0,0.0,8.9817
CustomerId_1809,62.72,19,56156.42,0,1,13.84,3.47,0.0,12,4067.6853813684793,10000.0,-5000.0,10.935914097473471,36.84,3,4,3.8,2955.6,7.0,62121.0,0.0,3.3011
CustomerId_1810,0.1,23,85000.0,2,0,13.3,3.26,0.0435,2,6983.322878041107,10000.0,-5000.0,11.350418300109132,39.13,2,5,2.88,3695.65,9.0,126000.0,17.0,0.0043
CustomerId_1811,84.57,3,1975.0,0,1,17.67,2.67,0.3333,11,591.7840259193664,1000.0,-25.0,7.588829878307813,33.33,2,2,1.5,658.33,1.0,2000.0,0.0,28.19
CustomerId_1812,8.82,35,403794.0,2,0,12.69,2.4,0.1429,2,57058.337898972124,200000.0,-60000.0,12.908662602416703,45.71,4,5,2.69,11536.97,16.0,811388.0,16.0,0.252
CustomerId_1813,67.63,5,19280.0,0,1,15.2,2.2,0.0,12,7210.279328847116,16000.0,-1000.0,9.866875434039397,60.0,3,2,2.5,3856.0,3.0,21000.0,0.0,13.526
CustomerId_1815,0.05,79,76505.0,2,0,10.11,2.96,0.2658,2,1323.9629575691515,5000.0,-250.0,11.245124448111596,40.51,2,3,2.26,968.42,32.0,79095.0,23.0,0.0006
CustomerId_1817,54.07,6,19000.0,0,1,8.0,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,9.0117
CustomerId_1820,27.71,10,14800.0,2,0,13.7,4.3,0.7,1,2071.3924463188205,5000.0,-1000.0,9.60245002503719,30.0,2,3,3.33,1480.0,3.0,16000.0,3.0,2.771
CustomerId_1821,3.13,1,10000.0,2,0,6.0,6.0,1.0,2,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,1.0,3.13
CustomerId_1825,4.71,19,120000.0,2,0,13.0,4.0,0.0,2,8818.809642393466,20000.0,-5000.0,11.695255355062795,36.84,2,3,6.33,6315.79,7.0,145700.0,6.0,0.2479
CustomerId_1827,53.53,6,19000.0,0,1,21.0,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,8.9217
CustomerId_1828,53.55,5,9000.0,0,1,20.0,4.0,0.0,12,7661.592523751182,10000.0,-5000.0,9.105090961257085,60.0,2,2,5.0,1800.0,3.0,20000.0,0.0,10.71
CustomerId_1830,64.64,9,2800.0,0,1,17.44,0.0,0.0,12,719.2781875680029,1000.0,-1000.0,7.937731775260109,55.56,2,2,9.0,311.11,5.0,4000.0,0.0,7.1822
CustomerId_1831,31.92,14,296800.0,2,0,9.0,2.64,0.2857,1,39865.4853611106,150000.0,-5000.0,12.600817159541924,42.86,3,3,1.75,21200.0,6.0,305000.0,0.0,2.28
CustomerId_1833,60.74,10,784000.0,0,1,12.9,4.0,0.0,12,93932.83652577398,240000.0,-5000.0,13.572165574841936,40.0,2,2,10.0,78400.0,4.0,800000.0,0.0,6.074
CustomerId_1835,46.69,6,19000.0,0,1,16.17,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,7.7817
CustomerId_1836,21.12,1,5000.0,2,0,7.0,2.0,0.0,1,0.0,5000.0,5000.0,8.517393171418904,0.0,1,1,1.0,5000.0,0.0,5000.0,1.0,21.12
CustomerId_1838,28.55,1,1000.0,2,0,20.0,1.0,0.0,1,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,1.0,28.55
CustomerId_1839,67.63,17,26628.0,0,1,12.76,2.59,0.1765,12,2802.43530124195,10000.0,-500.0,10.189756126469401,35.29,3,3,2.43,1566.35,6.0,27700.0,0.0,3.9782
CustomerId_1841,5.13,22,110000.0,2,0,10.09,3.91,0.0,2,6218.25270205921,10000.0,-5000.0,11.608244735642321,27.27,2,3,3.67,5000.0,6.0,136000.0,12.0,0.2332
CustomerId_1843,61.85,13,965.0,0,1,10.92,2.77,0.0,12,910.5535087559064,2000.0,-1000.0,6.873163834212518,53.85,3,3,3.25,74.23,7.0,5010.0,0.0,4.7577
CustomerId_1844,39.89,10,47175.0,0,1,9.1,4.8,0.4,1,5456.622505420974,10500.0,-5000.0,10.76164056768034,20.0,2,3,3.33,4717.5,2.0,52200.0,0.0,3.989
CustomerId_1845,5.57,13,28400.0,2,0,10.69,0.62,0.0,2,2932.745060475525,10000.0,-1000.0,10.254179634797001,30.77,2,4,3.25,2184.62,4.0,30000.0,7.0,0.4285
CustomerId_1846,15.96,16,37535.0,2,0,12.75,2.06,0.0625,1,10422.491579711957,21000.0,-12000.0,10.533055751453203,50.0,3,3,2.29,2345.94,8.0,74645.0,12.0,0.9975
CustomerId_1848,9.02,15,77140.0,2,0,14.0,3.47,0.1333,2,12650.616600820387,50000.0,-1000.0,11.253390195121284,26.67,3,3,2.5,5142.67,4.0,78700.0,8.0,0.6013
CustomerId_1849,3.58,29,60220.0,2,0,11.28,3.38,0.3103,2,2659.57337591425,10000.0,-250.0,11.005776407676661,31.03,2,3,3.22,2076.55,9.0,61000.0,20.0,0.1234
CustomerId_1850,22.79,1,1509988.0,2,0,15.0,0.0,0.0,1,0.0,1509988.0,1509988.0,14.227612923996361,0.0,1,1,1.0,1509988.0,0.0,1509988.0,1.0,22.79
CustomerId_1852,21.8,1,2000.0,2,0,14.0,1.0,0.0,1,0.0,2000.0,2000.0,7.601402334583733,0.0,1,1,1.0,2000.0,0.0,2000.0,1.0,21.8
CustomerId_1853,54.06,1,1000.0,0,1,8.0,4.0,0.0,12,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,54.06
CustomerId_1855,0.95,5,1950.0,2,0,17.2,4.2,0.8,2,900.2777349240622,1000.0,-1000.0,7.576097340623111,40.0,2,2,2.5,390.0,2.0,3000.0,5.0,0.19
CustomerId_1856,18.73,2,60600.0,2,0,17.0,4.5,0.5,1,42002.14280248092,60000.0,600.0,11.01206667357142,0.0,1,2,1.0,30300.0,0.0,60600.0,2.0,9.365
CustomerId_1858,32.64,56,3696125.0,2,0,15.0,3.39,0.3214,1,302017.51960609475,2000000.0,-5000.0,15.122795802071721,30.36,3,5,4.0,66002.23,17.0,3702340.0,0.0,0.5829
CustomerId_1859,59.87,4,-25.0,0,1,13.0,5.0,1.0,12,707.2172579907818,500.0,-1000.0,3.258096538021482,50.0,2,3,4.0,-6.25,2.0,1000.0,0.0,14.9675
CustomerId_1860,1.92,47,279920.0,2,0,12.98,2.94,0.0851,2,5858.465589540472,12000.0,-5000.0,12.542262699484459,27.66,3,4,3.13,5955.74,13.0,306448.0,35.0,0.0409
CustomerId_1861,53.93,5,19000.0,0,1,11.0,4.0,0.0,12,6685.805860178712,10000.0,-5000.0,9.852246888342531,40.0,2,3,5.0,3800.0,2.0,25000.0,0.0,10.786
CustomerId_1862,83.65,5,2425.0,0,1,13.0,2.8,0.4,11,518.8930525647843,1000.0,-50.0,7.793999089503996,40.0,2,3,1.67,485.0,2.0,2500.0,0.0,16.73
CustomerId_1864,5.54,27,111600.0,2,0,17.44,3.07,0.1111,2,5747.173218200405,10000.0,-5000.0,11.622685289462678,18.52,3,4,2.08,4133.33,5.0,136600.0,22.0,0.2052
CustomerId_1867,8.89,31,130000.0,2,0,9.74,3.61,0.0,2,5869.749312300084,10000.0,-5000.0,11.775297421715827,22.58,2,3,4.43,4193.55,7.0,161000.0,15.0,0.2868
CustomerId_1870,88.78,4,9800.0,0,1,14.25,4.0,0.0,11,6481.5121692395205,10000.0,-5000.0,9.19023970026918,50.0,2,3,4.0,2450.0,2.0,15000.0,0.0,22.195
CustomerId_1871,32.04,17,50000.0,2,0,15.24,4.29,0.2353,1,4019.026440496724,11000.0,-5000.0,10.819798284210286,17.65,2,3,3.4,2941.18,3.0,56500.0,0.0,1.8847
CustomerId_1872,12.72,4,20000.0,2,0,12.25,1.5,0.0,1,0.0,5000.0,5000.0,9.90353755128617,0.0,2,2,2.0,5000.0,0.0,20000.0,1.0,3.18
CustomerId_1873,88.8,1,1000.0,0,1,14.0,4.0,0.0,11,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,88.8
CustomerId_1874,9.97,22,92770.0,2,0,12.41,3.23,0.4091,2,6491.15323700807,20000.0,-5000.0,11.437889369935991,36.36,4,4,1.83,4216.82,8.0,100100.0,17.0,0.4532
CustomerId_1875,5.15,97,611180.6,2,0,8.78,3.95,0.0,2,8624.547655159477,20000.0,-5000.0,13.32314941166925,35.05,3,4,6.93,6300.83,34.0,753100.0,24.0,0.0531
CustomerId_1876,51.18,3,11000.0,0,1,14.33,2.0,0.0,12,3785.9388972001825,8000.0,1000.0,9.305741456739435,0.0,1,1,1.5,3666.67,0.0,11000.0,0.0,17.06
CustomerId_1877,10.65,18,180520.0,2,0,13.83,3.94,0.0556,2,16634.36791312736,70000.0,-5000.0,12.103602393477999,27.78,3,3,3.6,10028.89,5.0,191700.0,16.0,0.5917
CustomerId_1879,86.04,1,1000.0,0,1,9.0,0.0,0.0,11,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,86.04
CustomerId_1881,4.92,35,229000.0,2,0,13.83,4.0,0.0,2,5822.587140473156,10000.0,-5000.0,12.34148164933907,20.0,2,3,5.0,6542.86,7.0,260000.0,11.0,0.1406
CustomerId_1882,18.23,4,6500.0,2,0,13.75,2.0,0.25,1,2250.0,5000.0,500.0,8.77971129020447,0.0,2,1,2.0,1625.0,0.0,6500.0,4.0,4.5575
CustomerId_1884,71.85,1,10000.0,0,1,13.0,0.0,0.0,12,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,0.0,71.85
CustomerId_1885,29.02,1,150000.0,2,0,9.0,1.0,0.0,1,0.0,150000.0,150000.0,11.918397239722838,0.0,1,1,1.0,150000.0,0.0,150000.0,1.0,29.02
CustomerId_1886,49.08,3,7000.0,0,1,8.0,2.0,0.0,12,6658.328118479393,10000.0,-2000.0,8.853808274977197,66.67,2,2,3.0,2333.33,2.0,10000.0,0.0,16.36
CustomerId_1887,55.63,1,1000.0,0,1,18.0,2.0,0.0,12,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,55.63
CustomerId_1888,62.55,1,10000.0,0,1,20.0,2.0,0.0,12,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,0.0,62.55
CustomerId_1889,4.58,67,338150.4,2,0,10.79,3.76,0.1343,2,7483.436394576891,35000.0,-5000.0,12.731249003168994,28.36,3,3,2.58,5047.02,19.0,395564.0,20.0,0.0684
CustomerId_1890,5.07,9,80000.0,2,0,8.0,4.0,0.0,2,10373.577546396957,20000.0,-5000.0,11.289794413577894,33.33,2,4,9.0,8888.89,3.0,91000.0,9.0,0.5633
CustomerId_1891,44.08,11,2008840.0,0,1,9.09,2.82,0.2727,12,602758.2432421506,2000000.0,-1000.0,14.513068496812368,45.45,3,3,2.2,182621.82,5.0,2010000.0,0.0,4.0073
CustomerId_1892,11.77,1,10000.0,2,0,15.0,4.0,0.0,2,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,1.0,11.77
CustomerId_1895,83.17,13,10948.0,0,1,12.38,2.62,0.0,11,931.6349290498081,2500.0,-100.0,9.301003406873425,46.15,4,2,4.33,842.15,6.0,11200.0,0.0,6.3977
CustomerId_1898,5.13,59,220000.0,2,0,11.25,3.71,0.0678,2,5536.619497910306,10000.0,-5000.0,12.301387370778713,18.64,2,3,2.57,3728.81,11.0,266200.0,11.0,0.0869
CustomerId_1899,11.7,10,50000.0,2,0,17.5,4.0,0.0,2,6342.099196813483,10000.0,-5000.0,10.819798284210286,30.0,2,3,5.0,5000.0,3.0,61000.0,10.0,1.17
CustomerId_1900,38.8,1,30000.0,0,1,14.0,5.0,1.0,1,0.0,30000.0,30000.0,10.308985993422082,0.0,1,1,1.0,30000.0,0.0,30000.0,0.0,38.8
CustomerId_1901,11.9,17,80000.0,2,0,11.59,4.0,0.0,2,6302.427170169769,10000.0,-5000.0,11.289794413577894,29.41,2,3,4.25,4705.88,5.0,101000.0,12.0,0.7
CustomerId_1903,19.52,1,10000.0,2,0,21.0,3.0,0.0,1,0.0,10000.0,10000.0,9.210440366976517,0.0,1,1,1.0,10000.0,0.0,10000.0,1.0,19.52
CustomerId_1906,30.65,43,190795.0,2,0,13.51,3.51,0.3023,1,12593.765968798009,60000.0,-5000.0,12.158960073415981,34.88,4,5,2.26,4437.09,15.0,198800.0,0.0,0.7128
CustomerId_1907,77.62,2,11000.0,0,1,17.5,1.0,0.0,11,6363.961030678927,10000.0,1000.0,9.305741456739435,0.0,1,2,2.0,5500.0,0.0,11000.0,0.0,38.81
CustomerId_1908,25.99,152,128387.0,2,0,11.99,3.64,0.375,1,1376.9323292026936,10000.0,-125.0,11.762812207926606,40.13,3,3,6.61,844.65,61.0,130262.0,3.0,0.171
CustomerId_1911,20.09,41,5216371.0,2,0,13.2,2.54,0.2439,1,129111.61773017347,280000.0,-3920.0,15.467312699063951,19.51,5,3,3.42,127228.56,8.0,5228000.0,31.0,0.49
CustomerId_1913,76.82,1,500.0,0,1,14.0,2.0,0.0,11,0.0,500.0,500.0,6.2166061010848646,0.0,1,1,1.0,500.0,0.0,500.0,0.0,76.82
CustomerId_1914,76.23,5,10750.0,0,1,7.6,2.4,0.0,11,2642.4420523447625,5000.0,-200.0,9.282754052485227,40.0,2,3,2.5,2150.0,2.0,11000.0,0.0,15.246
CustomerId_1915,33.61,11,4624.0,2,0,10.36,1.91,0.0,1,7991.784872889501,17000.0,-10000.0,8.439231649946526,63.64,3,3,1.38,420.36,7.0,33624.0,0.0,3.0555
CustomerId_1916,10.77,16,12885.0,2,0,16.25,2.5,0.1875,2,899.1652957975339,2000.0,-1000.0,9.463896729698588,31.25,2,3,4.0,805.31,5.0,14000.0,16.0,0.6731
CustomerId_1917,36.85,7,320000.0,0,1,11.29,3.57,0.7143,1,62988.66111111926,160000.0,-5000.0,12.676079399771027,14.29,4,3,2.33,45714.29,1.0,325000.0,0.0,5.2643
CustomerId_1918,64.72,1,500.0,0,1,16.0,0.0,0.0,12,0.0,500.0,500.0,6.2166061010848646,0.0,1,1,1.0,500.0,0.0,500.0,0.0,64.72
CustomerId_1919,46.78,5,19000.0,0,1,15.0,4.0,0.0,12,6685.805860178712,10000.0,-5000.0,9.852246888342531,40.0,2,3,5.0,3800.0,2.0,25000.0,0.0,9.356
CustomerId_1922,11.86,5,20000.0,2,0,13.0,4.0,0.0,2,6745.368781616021,10000.0,-5000.0,9.90353755128617,40.0,2,3,5.0,4000.0,2.0,26000.0,5.0,2.372
CustomerId_1923,5.04,5,20000.0,2,0,8.6,4.0,0.0,2,6745.368781616021,10000.0,-5000.0,9.90353755128617,40.0,2,3,5.0,4000.0,2.0,26000.0,5.0,1.008
CustomerId_1925,25.95,45,58175.0,2,0,13.53,2.6,0.2667,1,2405.5368318724513,15000.0,-1000.0,10.971228177537151,31.11,3,4,7.5,1292.78,14.0,59600.0,33.0,0.5767
CustomerId_1927,31.97,4,18800.0,2,0,10.0,5.0,1.0,1,6128.621378417825,10000.0,-1000.0,9.841665338892785,50.0,2,3,4.0,4700.0,2.0,20000.0,0.0,7.9925
CustomerId_1928,25.99,3,900.0,2,0,15.33,2.67,0.0,1,606.2177826491071,1000.0,-50.0,6.803505257608338,66.67,2,2,1.5,300.0,2.0,1000.0,3.0,8.6633
CustomerId_1929,0.08,259,904062.01,2,0,10.13,1.75,0.1544,2,7703.1316907007395,50000.0,-5000.0,13.714654338272723,40.54,5,4,12.33,3490.59,105.0,935300.0,258.0,0.0003
CustomerId_1930,46.63,6,19000.0,0,1,18.0,4.0,0.0,12,7626.707459098367,10000.0,-5000.0,9.852246888342531,50.0,2,3,6.0,3166.67,3.0,30000.0,0.0,7.7717
CustomerId_1931,11.97,10,40000.0,2,0,10.0,4.0,0.0,2,6164.414002968976,10000.0,-5000.0,10.596659732783579,30.0,2,3,5.0,4000.0,3.0,51000.0,4.0,1.197
CustomerId_1932,57.69,32,29150.0,0,1,17.06,5.03,0.75,12,2282.568388368823,11000.0,-5000.0,10.28024449650755,43.75,3,3,4.57,910.94,14.0,35000.0,0.0,1.8028
CustomerId_1935,70.64,1,1000.0,0,1,18.0,1.0,0.0,12,0.0,1000.0,1000.0,6.90875477931522,0.0,1,1,1.0,1000.0,0.0,1000.0,0.0,70.64
CustomerId_1937,6.07,67,240540.0,2,0,13.37,3.12,0.0746,2,6660.605244255963,24000.0,-5000.0,12.39064583216868,26.87,3,4,2.48,3590.15,18.0,291500.0,25.0,0.0906
CustomerId_1938,32.15,66,73727.0,2,0,13.11,2.39,0.2424,1,2206.632333604979,10000.0,-2055.0,11.208137924615508,42.42,2,4,5.5,1117.08,28.0,79344.0,0.0,0.4871
CustomerId_1942,39.72,7,2900.0,0,1,13.71,3.14,0.0,1,796.1963146288555,1000.0,-1000.0,7.972810784121404,42.86,2,2,2.33,414.29,3.0,4000.0,0.0,5.6743
CustomerId_1943,27.66,52,55890.0,2,0,14.19,3.25,0.2115,1,3903.89222086068,10000.0,-5000.0,10.931158644392102,23.08,2,4,1.86,1074.81,12.0,101500.0,2.0,0.5319
CustomerId_1944,6.57,6,68000.0,2,0,19.5,1.83,0.0,2,21683.326928003153,50000.0,-11000.0,11.127277689932466,50.0,3,2,1.2,11333.33,3.0,80000.0,6.0,1.095
